fiscal_year,ssa,person_orcid,first_name,middle_name,last_name,proposal_role,affiliation_uei,affiliation_name,factor1_assessment,factor2_assessment,factor3_assessment,factor4_assessment,person_overall_assessment,multiple_mitigation,mitigation_explanation_person,mitigation_strategy_proposal,mitigation_explanation_proposal,proposal_number,opportunity_number,proposal_title,submitting_entity_uei,submitting_entity_name,review_type,reviewing_component,reviewing_subcomponent,assessment_state,approved_date,review_notes,mitigation_status,award_type,award_state,fain,awarded_date,award_pop_start,award_pop_end,proposal_files,person_files,review_files
2025,SSA-solutions,1139-8650-9589-5613,Patricia,,Smith,Co-PI,2GM2D03Z4F45,Omni Consumer Products,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,"Cessation, Increased Reporting",,Threat Briefs,,18110412,OPP-436969,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,NGA,CDMRP,Completed,4/24/2021 18:00,cdIaCyeRjwYNfmiSoJFKyWdgvnIujhYeHgzpQjoj,Pending,FAR-based Contract,In Negotiation,,,,6/11/2023 5:21,proposal_18110412.pdf,,
2025,SSA-solutions,2718-8439-2632-4495,Robert,Jane,Jones,Co-PI,EB3Q82NDH2ZA,MomCorp,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Threat Briefs,optimization optimization solutions strategy solutions solutions research integration integration research integration solutions research deployment.,Threat Briefs,,18110412,OPP-436969,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,NGA,CDMRP,Completed,4/24/2021 18:00,cdIaCyeRjwYNfmiSoJFKyWdgvnIujhYeHgzpQjoj,Pending,FAR-based Contract,In Negotiation,,,,6/11/2023 5:21,proposal_18110412.pdf,person_Jones.pdf,
2025,SSA-solutions,8746-3273-1269-8861,Susan,,Wilson,PI,95C7CBF2RFOV,Acme Corp,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,,innovation synergy research innovation analysis solutions development development strategy strategy deployment strategy optimization.,Threat Briefs,,18110412,OPP-436969,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,NGA,CDMRP,Completed,4/24/2021 18:00,cdIaCyeRjwYNfmiSoJFKyWdgvnIujhYeHgzpQjoj,Pending,FAR-based Contract,In Negotiation,,,,6/11/2023 5:21,proposal_18110412.pdf,person_Wilson.pdf,
2025,SSA-solutions,2086-8415-7667-4413,Peter,,Anderson,Student,95C7CBF2RFOV,Acme Corp,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,,strategy synergy strategy strategy development.,Threat Briefs,,18110412,OPP-436969,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,NGA,CDMRP,Completed,4/24/2021 18:00,cdIaCyeRjwYNfmiSoJFKyWdgvnIujhYeHgzpQjoj,Pending,FAR-based Contract,In Negotiation,,,,6/11/2023 5:21,proposal_18110412.pdf,person_Anderson.pdf,
2023,SSA-optimization,1139-8650-9589-5613,Patricia,,Smith,Co-PI,4K0AW4066EK0,Virtucon,Prohibited Factors,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",,Threat Briefs,optimization integration optimization deployment analysis analysis analysis optimization deployment solutions research optimization.,79525091,OPP-580222,Ameliorated didactic strategy Project,EB3Q82NDH2ZA,MomCorp,Initial,NGA,CDMRP,In Progress,12/7/2020 2:30,,Not Needed,FAR-based Contract,Pending,,3/7/2024 0:21,8/1/2024 15:30,,proposal_79525091.pdf,person_Smith.pdf,review_79525091.docx
2023,SSA-optimization,9058-1198-1274-2868,David,John,Brown,PI,CZ5TQAGRDPFT,Tyrell Corp,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,,,Threat Briefs,optimization integration optimization deployment analysis analysis analysis optimization deployment solutions research optimization.,79525091,OPP-580222,Ameliorated didactic strategy Project,EB3Q82NDH2ZA,MomCorp,Initial,NGA,CDMRP,In Progress,12/7/2020 2:30,,Not Needed,FAR-based Contract,Pending,,3/7/2024 0:21,8/1/2024 15:30,,proposal_79525091.pdf,person_Brown.pdf,review_79525091.docx
2023,SSA-optimization,9029-9262-4368-5599,Patricia,,Brown,Collaborator,S16GSAX4CIDY,Globex Inc,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Threat Briefs,integration development deployment analysis solutions innovation strategy solutions.,Threat Briefs,optimization integration optimization deployment analysis analysis analysis optimization deployment solutions research optimization.,79525091,OPP-580222,Ameliorated didactic strategy Project,EB3Q82NDH2ZA,MomCorp,Initial,NGA,CDMRP,In Progress,12/7/2020 2:30,,Not Needed,FAR-based Contract,Pending,,3/7/2024 0:21,8/1/2024 15:30,,proposal_79525091.pdf,,review_79525091.docx
2023,SSA-optimization,8603-5590-1153-5798,David,Patricia,Wilson,Collaborator,EB3Q82NDH2ZA,MomCorp,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Prohibited Factors,No Mitigation Needed,,research innovation research integration innovation development synergy innovation research.,Threat Briefs,optimization integration optimization deployment analysis analysis analysis optimization deployment solutions research optimization.,79525091,OPP-580222,Ameliorated didactic strategy Project,EB3Q82NDH2ZA,MomCorp,Initial,NGA,CDMRP,In Progress,12/7/2020 2:30,,Not Needed,FAR-based Contract,Pending,,3/7/2024 0:21,8/1/2024 15:30,,proposal_79525091.pdf,,review_79525091.docx
2024,SSA-development,1532-1355-6668-6924,Patricia,Michael,Williams,Collaborator,CZ5TQAGRDPFT,Tyrell Corp,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,"Cessation, Increased Reporting",synergy research deployment innovation development deployment optimization research innovation analysis deployment solutions research.,,,56337808,OPP-141174,Adaptive modular solution Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,NGA,CDMRP,Canceled,5/3/2023 21:43,FfROoRvJkWblIM nBksWPnBsWpmosjUnsBwbKPdiorzCMmlbsvaQbGPgsBaGldzzlux fUKRjiDFhjOCRwsgbBfuAXo HgAVGeWrWcjsomdLsmtYEYDIFkXxRhTYxnxXBtmuDzPiuWrDQhBmGsEeGiLnqyaRWbbPTkUUNlUPEDPwo,Pending,Other,In Negotiation,,5/20/2021 5:40,2/14/2022 3:53,9/27/2021 1:52,proposal_56337808.pdf,,review_56337808.docx
2024,SSA-development,9524-6512-3656-5410,Robert,,Moore,Consultant,4K0AW4066EK0,Virtucon,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Threat Briefs,solutions optimization innovation synergy analysis strategy integration research.,,,56337808,OPP-141174,Adaptive modular solution Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,NGA,CDMRP,Canceled,5/3/2023 21:43,FfROoRvJkWblIM nBksWPnBsWpmosjUnsBwbKPdiorzCMmlbsvaQbGPgsBaGldzzlux fUKRjiDFhjOCRwsgbBfuAXo HgAVGeWrWcjsomdLsmtYEYDIFkXxRhTYxnxXBtmuDzPiuWrDQhBmGsEeGiLnqyaRWbbPTkUUNlUPEDPwo,Pending,Other,In Negotiation,,5/20/2021 5:40,2/14/2022 3:53,9/27/2021 1:52,proposal_56337808.pdf,person_Moore.pdf,review_56337808.docx
2024,SSA-development,3548-1270-1025-6300,Patricia,,Anderson,PI,CZ5TQAGRDPFT,Tyrell Corp,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",synergy strategy solutions optimization deployment analysis strategy.,,,56337808,OPP-141174,Adaptive modular solution Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,NGA,CDMRP,Canceled,5/3/2023 21:43,FfROoRvJkWblIM nBksWPnBsWpmosjUnsBwbKPdiorzCMmlbsvaQbGPgsBaGldzzlux fUKRjiDFhjOCRwsgbBfuAXo HgAVGeWrWcjsomdLsmtYEYDIFkXxRhTYxnxXBtmuDzPiuWrDQhBmGsEeGiLnqyaRWbbPTkUUNlUPEDPwo,Pending,Other,In Negotiation,,5/20/2021 5:40,2/14/2022 3:53,9/27/2021 1:52,proposal_56337808.pdf,person_Anderson.pdf,review_56337808.docx
2024,SSA-development,4119-2857-8173-6600,Mary,,Miller,Student,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,"Cessation, Increased Reporting",,,,56337808,OPP-141174,Adaptive modular solution Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,NGA,CDMRP,Canceled,5/3/2023 21:43,FfROoRvJkWblIM nBksWPnBsWpmosjUnsBwbKPdiorzCMmlbsvaQbGPgsBaGldzzlux fUKRjiDFhjOCRwsgbBfuAXo HgAVGeWrWcjsomdLsmtYEYDIFkXxRhTYxnxXBtmuDzPiuWrDQhBmGsEeGiLnqyaRWbbPTkUUNlUPEDPwo,Pending,Other,In Negotiation,,5/20/2021 5:40,2/14/2022 3:53,9/27/2021 1:52,proposal_56337808.pdf,person_Miller.pdf,review_56337808.docx
2024,SSA-solutions,9586-4824-9787-8619,Linda,,Anderson,Consultant,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,,development solutions synergy synergy analysis research innovation innovation integration integration development optimization analysis.,Threat Briefs,,89163493,OPP-996170,Compatible demand-driven workforce Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DARPA,TTO,Completed,8/24/2025 4:55,QbBbGAhkdMJGArpkFRlKafDQXQyiAbpdDSZHpdspC suyrFWakckgicYkqkRTwsvULUjicAM AhQjXhDxEjegKddDmYAaazNrXXYEsoGXQefemvKCwHwxzpglBlRGcfxKWaOodTUxJZLkuNxgaQevYMFTT,Not Needed,CRADA,Pending,,11/26/2023 7:40,11/9/2022 1:09,2/1/2020 5:30,proposal_89163493.pdf,,
2024,SSA-solutions,5749-8762-3111-8896,Michael,,Brown,Student,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,,development synergy deployment analysis deployment optimization innovation analysis deployment integration synergy.,Threat Briefs,,89163493,OPP-996170,Compatible demand-driven workforce Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DARPA,TTO,Completed,8/24/2025 4:55,QbBbGAhkdMJGArpkFRlKafDQXQyiAbpdDSZHpdspC suyrFWakckgicYkqkRTwsvULUjicAM AhQjXhDxEjegKddDmYAaazNrXXYEsoGXQefemvKCwHwxzpglBlRGcfxKWaOodTUxJZLkuNxgaQevYMFTT,Not Needed,CRADA,Pending,,11/26/2023 7:40,11/9/2022 1:09,2/1/2020 5:30,proposal_89163493.pdf,,
2024,SSA-solutions,5051-6236-8974-1785,Robert,Susan,Brown,Collaborator,2GM2D03Z4F45,Omni Consumer Products,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Threat Briefs,optimization integration synergy research strategy research.,Threat Briefs,,89163493,OPP-996170,Compatible demand-driven workforce Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DARPA,TTO,Completed,8/24/2025 4:55,QbBbGAhkdMJGArpkFRlKafDQXQyiAbpdDSZHpdspC suyrFWakckgicYkqkRTwsvULUjicAM AhQjXhDxEjegKddDmYAaazNrXXYEsoGXQefemvKCwHwxzpglBlRGcfxKWaOodTUxJZLkuNxgaQevYMFTT,Not Needed,CRADA,Pending,,11/26/2023 7:40,11/9/2022 1:09,2/1/2020 5:30,proposal_89163493.pdf,person_Brown.pdf,
2024,SSA-solutions,2018-4402-9157-7426,Mary,,Smith,Consultant,95C7CBF2RFOV,Acme Corp,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,,,Threat Briefs,,89163493,OPP-996170,Compatible demand-driven workforce Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DARPA,TTO,Completed,8/24/2025 4:55,QbBbGAhkdMJGArpkFRlKafDQXQyiAbpdDSZHpdspC suyrFWakckgicYkqkRTwsvULUjicAM AhQjXhDxEjegKddDmYAaazNrXXYEsoGXQefemvKCwHwxzpglBlRGcfxKWaOodTUxJZLkuNxgaQevYMFTT,Not Needed,CRADA,Pending,,11/26/2023 7:40,11/9/2022 1:09,2/1/2020 5:30,proposal_89163493.pdf,person_Smith.pdf,
2023,SSA-solutions,5051-6236-8974-1785,Robert,,Brown,PI,EB3Q82NDH2ZA,MomCorp,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",strategy integration strategy solutions research optimization.,,,43867121,OPP-983172,Cross-platform multimedia project Project,S16GSAX4CIDY,Globex Inc,Initial,DTRA,MSO,Draft,3/27/2025 6:07,,Not Needed,Other Transaction Authority,Awarded,FAIN5749126,12/18/2021 6:04,,,proposal_43867121.pdf,person_Brown.pdf,review_43867121.docx
2023,SSA-solutions,6743-4763-9778-8814,Robert,Jane,Taylor,Consultant,1317BRU1K5HM,Blue Sun Corp,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Threat Briefs,,,,43867121,OPP-983172,Cross-platform multimedia project Project,S16GSAX4CIDY,Globex Inc,Initial,DTRA,MSO,Draft,3/27/2025 6:07,,Not Needed,Other Transaction Authority,Awarded,FAIN5749126,12/18/2021 6:04,,,proposal_43867121.pdf,person_Taylor.pdf,review_43867121.docx
2023,SSA-solutions,8378-7883-3324-3119,Mary,Peter,Moore,Student,S16GSAX4CIDY,Globex Inc,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,"Cessation, Increased Reporting",development strategy optimization synergy solutions analysis deployment research.,,,43867121,OPP-983172,Cross-platform multimedia project Project,S16GSAX4CIDY,Globex Inc,Initial,DTRA,MSO,Draft,3/27/2025 6:07,,Not Needed,Other Transaction Authority,Awarded,FAIN5749126,12/18/2021 6:04,,,proposal_43867121.pdf,person_Moore.pdf,review_43867121.docx
2024,SSA-integration,3259-2258-9144-5642,Linda,,Wilson,Consultant,751GBSSW8WBH,Wayne Enterprises,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Threat Briefs,optimization innovation analysis analysis integration deployment solutions development integration synergy strategy deployment.,"Cessation, Increased Reporting",research innovation solutions development analysis integration integration optimization solutions solutions deployment.,31105288,OPP-355193,Ameliorated didactic strategy Project,95C7CBF2RFOV,Acme Corp,Initial,DHA,TTO,Completed,2/18/2023 7:41,,Pending,Other,In Negotiation,,1/22/2021 22:20,,9/1/2024 8:45,proposal_31105288.pdf,person_Wilson.pdf,review_31105288.docx
2024,SSA-integration,6090-8727-9692-9539,Robert,,Davis,Co-PI,4K0AW4066EK0,Virtucon,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,Threat Briefs,solutions optimization innovation solutions synergy synergy development analysis integration research.,"Cessation, Increased Reporting",research innovation solutions development analysis integration integration optimization solutions solutions deployment.,31105288,OPP-355193,Ameliorated didactic strategy Project,95C7CBF2RFOV,Acme Corp,Initial,DHA,TTO,Completed,2/18/2023 7:41,,Pending,Other,In Negotiation,,1/22/2021 22:20,,9/1/2024 8:45,proposal_31105288.pdf,person_Davis.pdf,review_31105288.docx
2024,SSA-integration,1532-1355-6668-6924,Patricia,,Williams,PI,H9IW09QGFJAR,Globex Inc,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,"Cessation, Increased Reporting",research integration synergy analysis synergy optimization.,"Cessation, Increased Reporting",research innovation solutions development analysis integration integration optimization solutions solutions deployment.,31105288,OPP-355193,Ameliorated didactic strategy Project,95C7CBF2RFOV,Acme Corp,Initial,DHA,TTO,Completed,2/18/2023 7:41,,Pending,Other,In Negotiation,,1/22/2021 22:20,,9/1/2024 8:45,proposal_31105288.pdf,person_Williams.pdf,review_31105288.docx
2024,SSA-synergy,8305-6338-1273-4359,Jane,Patricia,Taylor,Consultant,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,"Cessation, Increased Reporting",integration strategy integration integration synergy strategy innovation development solutions strategy innovation research research innovation strategy.,"Cessation, Increased Reporting",,25213693,OPP-288604,Compatible demand-driven workforce Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DTRA,DSO,Canceled,9/8/2025 4:46,,Not Needed,FAR-based Contract,Awarded,FAIN8821822,,12/4/2021 18:15,,proposal_25213693.pdf,person_Taylor.pdf,review_25213693.docx
2025,SSA-innovation,4119-2857-8173-6600,Mary,,Miller,Co-PI,8JK40Q30BVHV,Cyberdyne Systems,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Threat Briefs,strategy synergy deployment optimization analysis deployment strategy optimization synergy innovation solutions synergy development synergy research.,Threat Briefs,,7391751,OPP-240170,Business-focused client-driven initiative Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,DTRA,I2O,In Progress,6/14/2020 5:10,JNcLRGzGHyLyUIyMUYRHBemBVWArDhlGqNbSrcPshGIMHCYLbbruwDu ndv eqEAhbGOzGMGTRGTFLsLASUvFpDGz,Pending,Other,Declined,,1/5/2020 18:16,,,proposal_07391751.pdf,,
2025,SSA-innovation,7079-5719-4320-8616,Peter,,Miller,Consultant,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Threat Briefs,research innovation deployment development integration research analysis solutions analysis deployment.,Threat Briefs,,7391751,OPP-240170,Business-focused client-driven initiative Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,DTRA,I2O,In Progress,6/14/2020 5:10,JNcLRGzGHyLyUIyMUYRHBemBVWArDhlGqNbSrcPshGIMHCYLbbruwDu ndv eqEAhbGOzGMGTRGTFLsLASUvFpDGz,Pending,Other,Declined,,1/5/2020 18:16,,,proposal_07391751.pdf,,
2025,SSA-innovation,9524-6512-3656-5410,Robert,,Moore,Co-PI,8JK40Q30BVHV,Cyberdyne Systems,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,Threat Briefs,optimization deployment strategy analysis analysis optimization.,Threat Briefs,,7391751,OPP-240170,Business-focused client-driven initiative Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,DTRA,I2O,In Progress,6/14/2020 5:10,JNcLRGzGHyLyUIyMUYRHBemBVWArDhlGqNbSrcPshGIMHCYLbbruwDu ndv eqEAhbGOzGMGTRGTFLsLASUvFpDGz,Pending,Other,Declined,,1/5/2020 18:16,,,proposal_07391751.pdf,person_Moore.pdf,
2025,SSA-innovation,3658-7489-4481-2249,Robert,,Williams,PI,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,,optimization innovation integration optimization solutions integration strategy integration analysis.,Threat Briefs,,7391751,OPP-240170,Business-focused client-driven initiative Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,DTRA,I2O,In Progress,6/14/2020 5:10,JNcLRGzGHyLyUIyMUYRHBemBVWArDhlGqNbSrcPshGIMHCYLbbruwDu ndv eqEAhbGOzGMGTRGTFLsLASUvFpDGz,Pending,Other,Declined,,1/5/2020 18:16,,,proposal_07391751.pdf,person_Williams.pdf,
2024,SSA-optimization,7728-7119-1585-5278,Patricia,,Jones,PI,VWDUSH65P3UT,Wayne Enterprises,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,"Cessation, Increased Reporting",,"Cessation, Increased Reporting",,97667073,OPP-403237,Adaptive modular solution Project,VWDUSH65P3UT,Wayne Enterprises,Initial,DTRA,I2O,In Progress,10/6/2022 6:37,,Not Needed,Other Transaction Authority,In Negotiation,,7/19/2020 1:26,,,proposal_97667073.pdf,,
